Expediente,"Número resolución","Fecha Publicación","Alcance Gaceta",Gaceta,Producto,"Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único",Canon,"Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo Peddlers","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas","Precio Terminal sin impuesto ni subsidio Sectorial",Rige,"Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa Peddlers","Margen de comercializador masa","ID SIET",Observaciones
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Diésel para uso automotriz de 50 ppm de azufre",584.68091,78.15112,287.40379,,,-0.04978,0.1676,9.45429,,0,0,,-3.3358,,147.75,0.15951,36.07978,11.64117,,341.52057,,489.27057,,493.01657,48.3128,0,9.18828,0,,,548,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Diésel para uso automotriz de 50 ppm de azufre pescadores",584.68091,78.15112,287.40379,,,0,0,0,,-25.81251,0,,0,,0,0,36.07978,0,,297.67106,,297.67106,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Diésel marino",584.68091,89.13132,327.78391,,,-0.05,0,0,,0,0,,0,,147.75,0.15951,36.07978,11.64117,,375.61438,,523.36438,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Keroseno ",584.68091,77.32925,284.38136,,,-0.04978,0.18766,9.45429,,0,0,,0,,71.5,0.15951,34.38837,10.27155,,338.79296,,410.29296,,414.03896,48.3128,0,9.18828,0,,,469,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Búnker    ",584.68091,39.93455,146.86085,,,-0.04978,0.181,0,,0,-81.16763,,28.51862,,24.25,0.15951,62.8675,13.45453,,170.82461,,195.07461,,198.82061,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Búnker Térmico ICE",584.68091,52.55721,193.2812,,,-0.04978,0,0,,0,-1.11671,,0,,24.25,0.15951,32.24927,3.18579,,227.7093,,251.9593,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"IFO 380   ",584.68091,52.55682,193.27975,,,-0.05,0,0,,0,0,,0,,0,0.15951,53.65915,12.71582,,259.76424,,259.76424,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Asfalto ",584.68091,53.71006,197.52083,,,-0.04978,0.16123,0,,0,-58.32335,,-17.73899,,50.75,0.15951,95.15802,16.20369,,233.09117,,283.84117,,287.58717,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Asfalto AC-10",584.68091,60.02889,220.75858,,,-0.04978,0,0,,0,0,,0,,50.75,0.16,121.45648,16.20369,,358.52897,,409.27897,,413.02497,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Diésel pesado o gasoleo",584.68091,57.82725,212.66197,,,-0.04978,0.17468,9.45429,,0,0,,0,,48.75,0.15951,32.44453,6.06744,,260.91264,,309.66264,,313.40864,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Emulsión asfáltica rápida (RR)",584.68091,33.65796,123.77848,,,-0.04978,0.14993,0,,0,-51.16947,,0,,38.25,0.15951,59.58368,13.78254,,146.2349,,184.4849,,188.2309,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Emulsión asfáltica lenta (RL)",584.68091,34.91154,128.38854,,,-0.04978,0.19263,0,,0,-43.65226,,0,,38.25,0.15951,52.86014,13.78254,,151.68133,,189.93133,,193.67733,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"LPG (70-30)",584.68091,22.70959,83.51541,,,-0.04978,0.16149,0,,0,-40.48688,,-8.0074,,50.75,0.15951,51.00826,10.56085,,96.86147,,147.61147,,0,0,0,0,53.036,,,0,54.51929,62.69167,317.85843,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"LPG (rico en propano)",584.68091,20.82818,76.59645,,,-0.05,0,0,,0,-52.17405,,0,,50.75,0.15951,50.8032,10.56085,,85.89598,,136.64598,,0,0,0,0,53.036,,,0,54.51929,62.69167,306.89293,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Av-Gas          ",584.68091,109.13151,401.33539,,,-0.04978,0.1184,9.45429,,0,0,,-22.99302,,250,0.15951,225.81207,30.22393,,644.06079,,894.06079,,0,0,16.0133,0,0,,,910,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Jet fuel A-1",584.68091,77.32925,284.38136,,,-0.04978,0.10809,9.45429,,0,0,,3.65989,,150,0.15951,63.41244,14.0654,,375.19119,,525.19119,,0,0,16.0133,0,0,,,541,0,0,0,,False,,,,,,,,
ET-093-2019,RE-0106-IE-2019,19-12-2019,284,242,"Nafta Pesada    ",584.68091,74.78033,275.00759,,,-0.05,0,0,,0,0,,0,,36,0.15951,27.01922,10.49639,,312.63272,,348.63272,,352.37872,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Gasolina RON 95 ",584.68091,73.10044,268.82971,,,-0.04978,0.14533,9.45142,,0,0,,-12.08828,,261.75,0.15951,36.41072,10.96775,,313.82639,,575.57639,,579.32239,48.3128,0,9.6405,0,,,634,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Gasolina RON 91",584.68091,69.94356,257.22019,,,-0.04978,0.14697,9.45142,,0,0,,-4.22266,,250,0.15951,35.89161,11.17091,,309.76818,,559.76818,,563.51418,48.3128,0,9.6405,0,,,618,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Gasolina RON 91 pescadores",584.68091,69.94356,257.22019,,,0,0,0,,-27.98,0,,0,,0,0,35.89161,0,,265.13181,,265.13181,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Diésel para uso automotriz de 50 ppm de azufre",584.68091,78.15112,287.40379,,,-0.04978,0.15206,9.45142,,0,0,,-3.3358,,147.75,0.15951,36.07978,11.64117,,341.50217,,489.25217,,492.99817,48.3128,0,9.6405,0,,,547,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Diésel para uso automotriz de 50 ppm de azufre pescadores",584.68091,78.15112,287.40379,,,0,0,0,,-21.63,0,,0,,0,0,36.07978,0,,301.85358,,301.85358,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Diésel marino",584.68091,89.13132,327.78391,,,-0.05,0,0,,0,0,,0,,147.75,0.15951,36.07978,11.64117,,375.61438,,523.36438,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Keroseno ",584.68091,77.32925,284.38136,,,-0.04978,0.17026,9.45142,,0,0,,0,,71.5,0.15951,34.38837,10.27155,,338.7727,,410.2727,,414.0187,48.3128,0,9.6405,0,,,468,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Búnker    ",584.68091,39.93455,146.86085,,,-0.04978,0.16422,0,,0,-81.15085,,28.51862,,24.25,0.15951,62.8675,13.45453,,170.82461,,195.07461,,198.82061,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Búnker Térmico ICE",584.68091,52.55721,193.2812,,,-0.04978,0,0,,0,-1.11671,,0,,24.25,0.15951,32.24927,3.18579,,227.7093,,251.9593,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"IFO 380   ",584.68091,52.55682,193.27975,,,-0.05,0,0,,0,0,,0,,0,0.15951,53.65915,12.71582,,259.76424,,259.76424,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Asfalto ",584.68091,53.71006,197.52083,,,-0.04978,0.14628,0,,0,-58.30841,,-17.73899,,50.75,0.15951,95.15802,16.20369,,233.09117,,283.84117,,287.58717,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Asfalto AC-10",584.68091,60.02889,220.75858,,,-0.04978,0,0,,0,0,,0,,50.75,0.16,121.45648,16.20369,,358.52897,,409.27897,,413.02497,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Diésel pesado o gasoleo",584.68091,57.82725,212.66197,,,-0.04978,0.15849,9.45142,,0,0,,0,,48.75,0.15951,32.44453,6.06744,,260.89358,,309.64358,,313.38958,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Emulsión asfáltica rápida (RR)",584.68091,33.65796,123.77848,,,-0.04978,0.13603,0,,0,-51.15558,,0,,38.25,0.15951,59.58368,13.78254,,146.2349,,184.4849,,188.2309,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Emulsión asfáltica lenta (RL)",584.68091,34.91154,128.38854,,,-0.04978,0.17477,0,,0,-43.6344,,0,,38.25,0.15951,52.86014,13.78254,,151.68133,,189.93133,,193.67733,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"LPG (70-30)",584.68091,22.70959,83.51541,,,-0.04978,0.14652,0,,0,-40.47191,,-8.0074,,50.75,0.15951,51.00826,10.56085,,96.86147,,147.61147,,0,48.3128,0,0,53.036,,,248.96027,54.51929,62.69167,317.85843,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"LPG (rico en propano)",584.68091,20.82818,76.59645,,,-0.05,0,0,,0,-52.17405,,0,,50.75,0.15951,50.8032,10.56085,,85.89598,,136.64598,,0,0,0,0,53.036,,,0,54.51929,62.69167,306.89293,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Av-Gas          ",584.68091,109.13151,401.33539,,,-0.04978,0.10743,9.45142,,0,0,,-22.99302,,250,0.15951,225.81207,30.22393,,644.04695,,894.04695,,0,0,16.2697,0,0,,,910,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Jet fuel A-1",584.68091,77.32925,284.38136,,,-0.04978,0.09807,9.45142,,0,0,,3.65989,,150,0.15951,63.41244,14.0654,,375.17831,,525.17831,,0,0,16.2697,0,0,,,541,0,0,0,,True,,,,,,,,
ET-100-2019,RE-0090-IE-2019,27-11-2019,264,226,"Nafta Pesada    ",584.68091,74.78033,275.00759,,,-0.05,0,0,,0,0,,0,,36,0.15951,27.01922,10.49639,,312.63272,,348.63272,,352.37872,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Gasolina RON 95 ",582.50455,73.48607,269.24196,,,-0.04978,0.1827,10.82504,,0,0,,-12.08828,,261.75,0.15951,36.41072,10.96775,,315.64962,,577.39962,,581.14562,48.3128,0,9.6405,0,,,635,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Gasolina RON 91",582.50455,69.74196,255.5241,,,-0.04978,0.17838,10.82504,,0,0,,-4.22266,,250,0.15951,35.89161,11.17091,,309.47712,,559.47712,,563.22312,48.3128,0,9.6405,0,,,617,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Gasolina RON 91 pescadores",582.50455,69.74196,255.5241,,,0,0,0,,-32.46,0,,0,,0,0,35.89161,0,,258.95572,,258.95572,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Diésel para uso automotriz de 50 ppm de azufre",582.50455,79.28817,290.49998,,,-0.04978,0.18378,10.82504,,0,0,,-3.3358,,147.75,0.15951,36.07978,11.64117,,346.00369,,493.75369,,497.49969,48.3128,0,9.6405,0,,,552,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Diésel para uso automotriz de 50 ppm de azufre pescadores",582.50455,79.28817,290.49998,,,0,0,0,,-23.2,0,,0,,0,0,36.07978,0,,303.37977,,303.37977,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Diésel marino",582.50455,90.36622,331.08827,,,-0.05,0,0,,0,0,,0,,147.75,0.15951,36.07978,11.64117,,378.91874,,526.66874,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Keroseno ",582.50455,77.90122,285.41839,,,-0.04978,0.16583,10.82504,,0,0,,0,,71.5,0.15951,34.38837,10.27155,,341.17892,,412.67892,,416.42492,48.3128,0,9.6405,0,,,471,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Búnker    ",582.50455,50.44273,184.81459,,,-0.04978,0.17396,0,,0,-74.96756,,28.51862,,24.25,0.15951,62.8675,13.45453,,214.97139,,239.22139,,242.96739,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Búnker Térmico ICE",582.50455,59.94012,219.61163,,,-0.04978,0,0,,0,3.57338,,0,,24.25,0.15951,32.24927,3.18579,,258.72981,,282.97981,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"IFO 380   ",582.50455,64.09091,234.81949,,,-0.05,0,0,,0,0,,0,,0,0.15951,53.65915,12.71582,,301.30397,,301.30397,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Asfalto ",582.50455,53.42284,195.73327,,,-0.04978,0.18189,0,,0,-58.66592,,-17.73899,,50.75,0.15951,95.15802,16.20369,,230.98169,,281.73169,,285.47769,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Asfalto AC-10",582.50455,59.74167,218.88451,,,-0.04978,0,0,,0,0,,0,,50.75,0.16,121.45648,16.20369,,356.65491,,407.40491,,411.15091,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Diésel pesado o gasoleo",582.50455,63.38645,232.23846,,,-0.04978,0.18073,10.82504,,0,0,,0,,48.75,0.15951,32.44453,6.06744,,281.86593,,330.61593,,334.36193,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Emulsión asfáltica rápida (RR)",582.50455,34.45365,126.23302,,,-0.04978,0.18878,0,,0,-50.76301,,0,,38.25,0.15951,59.58368,13.78254,,149.13475,,187.38475,,191.13075,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Emulsión asfáltica lenta (RL)",582.50455,34.72484,127.22662,,,-0.04978,0.29889,0,,0,-43.96932,,0,,38.25,0.15951,52.86014,13.78254,,150.30861,,188.55861,,192.30461,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"LPG (70-30)",582.50455,20.75898,76.05778,,,-0.04978,0.17768,0,,0,-41.69483,,-8.0074,,50.75,0.15951,51.00826,10.56085,,88.21209,,138.96209,,0,48.3128,0,0,53.036,,,240.31089,54.51929,62.69167,309.20905,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"LPG (rico en propano)",582.50455,19.21977,70.41837,,,-0.05,0,0,,0,-52.92412,,0,,50.75,0.15951,50.8032,10.56085,,78.96781,,129.71781,,0,0,0,0,53.036,,,0,54.51929,62.69167,299.96477,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Av-Gas          ",582.50455,112.90569,413.66954,,,-0.04978,0.18161,10.82504,,0,0,,-22.99302,,250,0.15951,225.81207,30.22393,,657.8289,,907.8289,,0,0,16.2697,0,0,,,924,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Jet fuel A-1",582.50455,77.90122,285.41839,,,-0.04978,0.14961,10.82504,,0,0,,3.65989,,150,0.15951,63.41244,14.0654,,377.6405,,527.6405,,0,0,16.2697,0,0,,,544,0,0,0,,True,,,,,,,,
ET-098-2019,RE-0087-IE-2019,08-11-2019,250,213,"Nafta Pesada    ",582.50455,75.1589,275.37096,,,-0.05,0,0,,0,0,,0,,36,0.15951,27.01922,10.49639,,312.99609,,348.99609,,352.74209,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Gasolina RON 95 ",582.50455,73.48607,269.24196,,,-0.04978,0.1827,10.82504,,0,0,,-12.08828,,260.25,0.15951,36.41072,10.96775,,315.64962,,575.89962,,579.64562,48.3128,0,9.6405,0,,,634,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Gasolina RON 91",582.50455,69.74196,255.5241,,,-0.04978,0.17838,10.82504,,0,0,,-4.22266,,248.75,0.15951,35.89161,11.17091,,309.47712,,558.22712,,561.97312,48.3128,0,9.6405,0,,,616,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Gasolina RON 91 pescadores",582.50455,69.74196,255.5241,,,0,0,0,,-32.46,0,,0,,0,0,35.89161,0,,258.95572,,258.95572,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Diésel para uso automotriz de 50 ppm de azufre",582.50455,79.28817,290.49998,,,-0.04978,0.18378,10.82504,,0,0,,-3.3358,,147,0.15951,36.07978,11.64117,,346.00369,,493.00369,,496.74969,48.3128,0,9.6405,0,,,551,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Diésel para uso automotriz de 50 ppm de azufre pescadores",582.50455,79.28817,290.49998,,,0,0,0,,-23.2,0,,0,,0,0,36.07978,0,,303.37977,,303.37977,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Diésel marino",582.50455,90.36622,331.08827,,,-0.05,0,0,,0,0,,0,,147,0.15951,36.07978,11.64117,,378.91874,,525.91874,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Keroseno ",582.50455,77.90122,285.41839,,,-0.04978,0.16583,10.82504,,0,0,,0,,71,0.15951,34.38837,10.27155,,341.17892,,412.17892,,415.92492,48.3128,0,9.6405,0,,,470,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Búnker    ",582.50455,50.44273,184.81459,,,-0.04978,0.17396,0,,0,-74.96756,,28.51862,,24,0.15951,62.8675,13.45453,,214.97139,,238.97139,,242.71739,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Búnker Térmico ICE",582.50455,59.94012,219.61163,,,-0.04978,0,0,,0,3.57338,,0,,24,0.15951,32.24927,3.18579,,258.72981,,282.72981,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"IFO 380   ",582.50455,64.09091,234.81949,,,-0.05,0,0,,0,0,,0,,0,0.15951,53.65915,12.71582,,301.30397,,301.30397,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Asfalto ",582.50455,53.42284,195.73327,,,-0.04978,0.18189,0,,0,-58.66592,,-17.73899,,50.5,0.15951,95.15802,16.20369,,230.98169,,281.48169,,285.22769,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Asfalto AC-10",582.50455,59.74167,218.88451,,,-0.04978,0,0,,0,0,,0,,50.5,0.16,121.45648,16.20369,,356.65491,,407.15491,,410.90091,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Diésel pesado o gasoleo",582.50455,63.38645,232.23846,,,-0.04978,0.18073,10.82504,,0,0,,0,,48.5,0.15951,32.44453,6.06744,,281.86593,,330.36593,,334.11193,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Emulsión asfáltica rápida (RR)",582.50455,34.45365,126.23302,,,-0.04978,0.18878,0,,0,-50.76301,,0,,38,0.15951,59.58368,13.78254,,149.13475,,187.13475,,190.88075,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Emulsión asfáltica lenta (RL)",582.50455,34.72484,127.22662,,,-0.04978,0.29889,0,,0,-43.96932,,0,,38,0.15951,52.86014,13.78254,,150.30861,,188.30861,,192.05461,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"LPG (70-30)",582.50455,20.75898,76.05778,,,-0.04978,0.17768,0,,0,-41.69483,,-8.0074,,50.5,0.15951,51.00826,10.56085,,88.21209,,138.71209,,0,48.3128,0,0,53.036,,,240.06089,54.51929,62.69167,308.95905,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"LPG (rico en propano)",582.50455,19.21977,70.41837,,,-0.05,0,0,,0,-52.92412,,0,,50.5,0.15951,50.8032,10.56085,,78.96781,,129.46781,,0,0,0,0,53.036,,,0,54.51929,62.69167,299.71477,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Av-Gas          ",582.50455,112.90569,413.66954,,,-0.04978,0.18161,10.82504,,0,0,,-22.99302,,248.75,0.15951,225.81207,30.22393,,657.8289,,906.5789,,0,0,16.2697,0,0,,,923,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Jet fuel A-1",582.50455,77.90122,285.41839,,,-0.04978,0.14961,10.82504,,0,0,,3.65989,,149.25,0.15951,63.41244,14.0654,,377.6405,,526.8905,,0,0,16.2697,0,0,,,543,0,0,0,,True,,,,,,,,
ET-086-2019,RE-0086-IE-2019,04-11-2019,242,209,"Nafta Pesada    ",582.50455,75.1589,275.37096,,,-0.05,0,0,,0,0,,0,,35.75,0.15951,27.01922,10.49639,,312.99609,,348.74609,,352.49209,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Gasolina RON 95 ",576.94273,71.9546,261.1137,,,-0.04978,0.16608,8.15966,,0,0,,-18.77706,,260.25,0.15951,36.41072,10.96775,,298.15059,,558.40059,,562.14659,48.3128,0,9.6405,0,,,616,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Gasolina RON 91",576.94273,69.51188,252.24939,,,-0.04978,0.1699,8.15966,,0,0,,-17.67317,,248.75,0.15951,35.89161,11.17091,,290.07803,,538.82803,,542.57403,48.3128,0,9.6405,0,,,597,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Gasolina RON 91 pescadores",576.94273,69.51188,252.24939,,,0,0,0,,-23.48679,0,,0,,0,0,35.89161,0,,264.65422,,264.65422,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Diésel para uso automotriz de 50 ppm de azufre",576.94273,77.88564,282.63665,,,-0.04978,0.17459,8.15966,,0,0,,-10.94079,,147,0.15951,36.07978,11.64117,,327.86081,,474.86081,,478.60681,48.3128,0,9.6405,0,,,533,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Diésel para uso automotriz de 50 ppm de azufre pescadores",576.94273,77.88564,282.63665,,,0,0,0,,-26.49685,0,,0,,0,0,36.07978,0,,292.21959,,292.21959,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Diésel marino",576.94273,88.15369,319.89805,,,-0.05,0,0,,0,0,,0,,147,0.15951,36.07978,0,,356.08734,,503.08734,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Keroseno ",576.94273,76.42446,277.33422,,,-0.04978,0.15955,8.15966,,0,0,,0,,71,0.15951,34.38837,10.27155,,330.42309,,401.42309,,405.16909,48.3128,0,9.6405,0,,,459,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Búnker    ",576.94273,46.259,167.86777,,,-0.04978,0.15821,0,,0,-35.15981,,-14.03864,,24,0.15951,62.8675,13.45453,,195.2593,,219.2593,,223.0053,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Búnker Térmico ICE",576.94273,56.68392,205.69844,,,-0.04978,0,0,,0,1.09511,,0,,24,0.15951,32.24927,3.18579,,242.33834,,266.33834,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"IFO 380   ",576.94273,59.53125,216.03101,,,-0.05,0,0,,0,0,,0,,0,0.15951,53.65915,12.71582,,282.51549,,282.51549,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-069-2019,RE-0070-IE-2019,02-10-2019,213,186,"Asfalto ",576.94273,54.32553,197.14013,,,-0.04978,0.19005,0,,0,-53.65567,,-22.50405,,50.5,0.15951,95.15802,16.20369,,232.6419,,283.1419,,286.8879,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
